year,month,day,speciesKey,genus,species,latitude,longitude,countryCode
2019,8,22,5357217,Parkinsonia,aculeata,31.562062,-106.071511,US
2022,8,3,7568403,Larrea,tridentata,30.894253,-102.944908,US
2022,4,20,5359949,Parkinsonia,florida,33.921638,-112.681197,US
2021,3,2,7568403,Larrea,tridentata,31.823345,-106.472992,US
2022,10,29,7568403,Larrea,tridentata,31.927889,-106.076192,US
2019,2,11,7568403,Larrea,tridentata,31.96703,-110.509553,US
2019,9,8,7568403,Larrea,tridentata,32.326737,-106.627288,US
2022,12,8,7568403,Larrea,tridentata,31.96513,-108.439492,US
2018,9,6,7568403,Larrea,tridentata,32.95195,-105.945913,US
2019,6,21,7568403,Larrea,tridentata,35.934349,-115.153361,US
2022,4,9,7568403,Larrea,tridentata,35.793912,-114.489937,US
2018,9,23,7568403,Larrea,tridentata,36.03432,-115.347105,US
2021,12,7,7568403,Larrea,tridentata,31.958022,-106.449762,US
2023,2,10,7568403,Larrea,tridentata,35.470647,-115.452362,US
2019,1,13,7568403,Larrea,tridentata,32.025314,-106.584778,US
2021,3,12,7568403,Larrea,tridentata,32.748683,-105.918137,US
2018,10,22,7568403,Larrea,tridentata,32.514825,-106.907097,US
2017,2,17,7568403,Larrea,tridentata,36.178978,-114.920212,US
2018,8,27,7568403,Larrea,tridentata,32.997283,-105.959938,US
2018,11,18,7568403,Larrea,tridentata,32.950556,-116.2675,US
2015,1,7,5359945,Parkinsonia,microphylla,31.939868,-112.805429,US
2018,8,29,7568403,Larrea,tridentata,32.936,-105.963617,US
2019,3,14,7568403,Larrea,tridentata,34.628033,-116.948922,US
2021,10,6,7568403,Larrea,tridentata,35.785917,-114.520462,US
2018,10,4,7568403,Larrea,tridentata,31.869267,-106.453653,US
2021,4,22,7568403,Larrea,tridentata,32.9884,-109.179742,US
2018,11,20,7568403,Larrea,tridentata,32.489478,-105.819572,US
2022,2,8,7568403,Larrea,tridentata,32.207395,-109.087447,US
2018,11,16,7568403,Larrea,tridentata,33.070358,-106.035417,US
2023,2,23,7568403,Larrea,tridentata,31.9288,-110.193663,US
2020,2,5,7568403,Larrea,tridentata,33.823467,-116.558311,US
2018,6,13,7568403,Larrea,tridentata,24.140556,-110.464722,MX
2018,10,24,7568403,Larrea,tridentata,32.143577,-110.944983,US
2023,2,9,7568403,Larrea,tridentata,35.822105,-115.288063,US
2018,10,19,5357217,Parkinsonia,aculeata,31.657233,-106.237205,US
2019,12,21,5359945,Parkinsonia,microphylla,33.453806,-111.95462,US
2017,3,29,7568403,Larrea,tridentata,32.377537,-111.139192,US
2020,10,27,7568403,Larrea,tridentata,31.948492,-106.575317,US
2018,11,20,7568403,Larrea,tridentata,32.504597,-105.907403,US
2022,8,10,7568403,Larrea,tridentata,31.20358,-104.851463,US
2021,12,5,7568403,Larrea,tridentata,36.785061,-113.954089,US
2019,4,13,7568403,Larrea,tridentata,31.826863,-106.558678,US
2022,4,9,7568403,Larrea,tridentata,32.641628,-111.394495,US
2022,5,2,7568403,Larrea,tridentata,33.88792,-111.950897,US
2022,10,14,7568403,Larrea,tridentata,29.279265,-103.369092,US
2017,11,24,7568403,Larrea,tridentata,34.487367,-114.347862,US
2020,5,21,5357217,Parkinsonia,aculeata,30.258426,-97.843962,US
2018,5,8,7568403,Larrea,tridentata,31.966158,-108.438142,US
2019,7,19,7568403,Larrea,tridentata,31.994878,-110.919603,US
2020,3,7,7568403,Larrea,tridentata,32.804458,-105.933625,US
2018,4,6,5357217,Parkinsonia,aculeata,29.550597,-101.019714,US
2019,12,18,7568403,Larrea,tridentata,32.955925,-105.903105,US
2021,8,31,5357217,Parkinsonia,aculeata,27.573905,-99.434255,US
2020,2,12,7568403,Larrea,tridentata,33.757246,-116.482404,US
2020,10,19,7568403,Larrea,tridentata,31.959262,-106.448425,US
2018,8,9,7568403,Larrea,tridentata,32.233672,-108.98268,US
2018,11,16,7568403,Larrea,tridentata,32.975963,-105.931472,US
2019,6,23,7568403,Larrea,tridentata,35.205428,-114.095536,US
2021,2,8,7568403,Larrea,tridentata,34.196033,-116.288235,US
2020,4,27,5357217,Parkinsonia,aculeata,26.18266,-98.330519,US
2020,4,28,7568403,Larrea,tridentata,32.012069,-106.522925,US
2018,6,8,7568403,Larrea,tridentata,34.122395,-114.279083,US
2021,8,9,7568403,Larrea,tridentata,33.580343,-112.031006,US
2022,3,23,7568403,Larrea,tridentata,32.957825,-105.912222,US
2020,11,2,7568403,Larrea,tridentata,36.047689,-117.223655,US
2018,11,4,7568403,Larrea,tridentata,32.189772,-106.681917,US
2021,3,25,7568403,Larrea,tridentata,36.01827,-114.794463,US
2018,2,10,5359945,Parkinsonia,microphylla,32.286075,-111.187637,US
2022,3,9,7568403,Larrea,tridentata,31.124333,-104.031278,US
2018,11,9,7568403,Larrea,tridentata,32.181488,-110.944572,US
2021,10,7,7568403,Larrea,tridentata,35.818833,-115.295028,US
2018,12,8,7568403,Larrea,tridentata,32.417808,-106.074525,US
2020,10,19,7568403,Larrea,tridentata,31.962345,-106.408333,US
2018,4,27,7568403,Larrea,tridentata,29.417829,-103.137116,US
2021,1,5,7568403,Larrea,tridentata,32.216975,-110.81893,US
2022,5,1,7568403,Larrea,tridentata,32.224405,-111.001063,US
2022,6,7,7568403,Larrea,tridentata,26.896717,-103.845406,MX
2021,3,23,7568403,Larrea,tridentata,35.983697,-114.937553,US
2017,4,21,7568403,Larrea,tridentata,32.315913,-111.02118,US
2020,10,27,7568403,Larrea,tridentata,31.9862,-106.58152,US
2019,4,27,5357217,Parkinsonia,aculeata,25.694033,-100.425822,MX
2019,10,4,7568403,Larrea,tridentata,32.328,-111.078025,US
2020,12,10,7568403,Larrea,tridentata,32.398045,-106.122689,US
2022,3,31,7568403,Larrea,tridentata,32.96783,-105.915283,US
2019,6,17,7568403,Larrea,tridentata,35.952913,-115.134758,US
2020,7,1,7568403,Larrea,tridentata,32.173572,-110.744688,US
2020,10,16,7568403,Larrea,tridentata,31.986867,-106.412187,US
2018,2,18,5359945,Parkinsonia,microphylla,32.384378,-111.494072,US
2017,2,23,7568403,Larrea,tridentata,33.175618,-116.099254,US
2018,11,7,7568403,Larrea,tridentata,32.380767,-106.093261,US
2019,2,12,7568403,Larrea,tridentata,31.96368,-108.668305,US
2019,4,29,5357217,Parkinsonia,aculeata,25.757233,-100.596583,MX
2021,11,18,7568403,Larrea,tridentata,28.291957,-105.432123,MX
2022,2,4,7568403,Larrea,tridentata,32.747692,-105.914612,US
2019,2,20,7568403,Larrea,tridentata,32.920987,-105.93393,US
2019,10,1,7568403,Larrea,tridentata,31.632187,-104.151379,US
2022,1,22,5359945,Parkinsonia,microphylla,33.259312,-111.290688,US
2022,11,25,5359949,Parkinsonia,florida,33.31182,-116.18331,US
2018,3,29,7568403,Larrea,tridentata,26.798461,-111.886844,MX
2018,11,20,7568403,Larrea,tridentata,32.510003,-105.940505,US
2019,3,9,7568403,Larrea,tridentata,32.863817,-105.91732,US
2019,11,12,7568403,Larrea,tridentata,32.290505,-106.665863,US
2022,6,11,5357217,Parkinsonia,aculeata,29.55068,-98.230987,US
2018,5,8,7568403,Larrea,tridentata,31.870587,-106.682337,US
2022,10,10,7568403,Larrea,tridentata,35.648713,-115.46775,US
2019,6,19,7568403,Larrea,tridentata,36.565492,-115.620187,US
2022,3,14,7568403,Larrea,tridentata,31.766775,-106.500751,US
2018,12,22,7568403,Larrea,tridentata,33.915975,-115.880508,US
2019,3,11,7568403,Larrea,tridentata,32.902395,-105.914397,US
2018,12,11,7568403,Larrea,tridentata,33.050881,-106.063118,US
2020,5,11,7568403,Larrea,tridentata,33.894027,-116.418137,US
2022,10,6,7568403,Larrea,tridentata,30.91678,-103.059625,US
2022,6,13,5357217,Parkinsonia,aculeata,29.482249,-98.633623,US
2021,10,10,7568403,Larrea,tridentata,34.752347,-114.598792,US
2020,3,31,7568403,Larrea,tridentata,31.825717,-106.463988,US
2023,2,26,5359945,Parkinsonia,microphylla,32.364758,-111.46128,US
2012,12,21,7568403,Larrea,tridentata,35.997215,-114.862235,US
2018,12,2,7568403,Larrea,tridentata,32.492097,-105.586922,US
2021,5,27,7568403,Larrea,tridentata,36.892353,-113.905455,US
2016,3,10,7568403,Larrea,tridentata,36.623818,-117.258053,US
2017,12,6,7568403,Larrea,tridentata,32.394558,-111.075942,US
2017,11,2,5359949,Parkinsonia,florida,32.300653,-111.062836,US
2019,1,31,7568403,Larrea,tridentata,31.925395,-106.051711,US
2021,2,7,7568403,Larrea,tridentata,34.023009,-115.67719,US
2019,4,21,7568403,Larrea,tridentata,33.690862,-116.431042,US
2022,4,6,7568403,Larrea,tridentata,36.285367,-115.029372,US
2019,6,19,7568403,Larrea,tridentata,36.43383,-115.428008,US
2017,11,25,7568403,Larrea,tridentata,34.750733,-114.56395,US
2019,12,28,7568403,Larrea,tridentata,32.957097,-105.91085,US
2019,11,17,7568403,Larrea,tridentata,33.426133,-111.934988,US
2018,5,8,7568403,Larrea,tridentata,31.897805,-108.249663,US
2022,4,29,7568403,Larrea,tridentata,33.702194,-112.033744,US
2018,11,4,7568403,Larrea,tridentata,32.297367,-106.723595,US
2017,12,20,7568403,Larrea,tridentata,33.27948,-116.14663,US
2018,6,22,7568403,Larrea,tridentata,32.749625,-109.393587,US
2020,3,8,7568403,Larrea,tridentata,32.781738,-105.927658,US
2021,1,2,7568403,Larrea,tridentata,32.49165,-105.821738,US
2020,2,3,7568403,Larrea,tridentata,31.994287,-110.572058,US
2020,5,4,5357217,Parkinsonia,aculeata,29.891992,-97.931887,US
2018,9,25,7568403,Larrea,tridentata,32.804672,-111.683962,US
2021,12,13,7568403,Larrea,tridentata,32.157264,-107.595428,US
2020,6,5,7568403,Larrea,tridentata,29.061194,-111.076293,MX
2022,8,28,7568403,Larrea,tridentata,30.744878,-104.698255,US
2017,2,13,5359945,Parkinsonia,microphylla,32.278217,-111.082664,US
2021,5,1,5359949,Parkinsonia,florida,33.350598,-112.076215,US
2018,5,20,7568403,Larrea,tridentata,33.826155,-112.413758,US
2018,8,13,7568403,Larrea,tridentata,35.440386,-115.684451,US
2018,9,21,7568403,Larrea,tridentata,34.006031,-106.94828,US
2018,12,23,7568403,Larrea,tridentata,33.708089,-115.804808,US
2021,10,12,7568403,Larrea,tridentata,33.614258,-116.261194,US
2020,2,19,7568403,Larrea,tridentata,31.822608,-106.469208,US
2022,4,9,7568403,Larrea,tridentata,35.79278,-114.487228,US
2022,10,8,7568403,Larrea,tridentata,31.814082,-106.534704,US
2018,3,24,7568403,Larrea,tridentata,32.38218,-111.046494,US
2020,2,19,7568403,Larrea,tridentata,31.782733,-106.488005,US
2020,3,28,5359949,Parkinsonia,florida,33.597222,-115.964947,US
2021,7,27,7568403,Larrea,tridentata,31.96145,-106.443717,US
2019,6,19,7568403,Larrea,tridentata,36.467842,-115.451295,US
2021,2,21,7568403,Larrea,tridentata,32.961242,-105.923797,US
2022,8,4,7568403,Larrea,tridentata,32.289425,-104.300072,US
2018,8,20,7568403,Larrea,tridentata,32.9869,-105.893745,US
2020,1,6,5359945,Parkinsonia,microphylla,33.480067,-111.62138,US
2020,4,16,7568403,Larrea,tridentata,32.787095,-105.94487,US
2022,4,9,7568403,Larrea,tridentata,32.641738,-111.39515,US
2019,11,14,5357217,Parkinsonia,aculeata,32.74433,-97.356378,US
2021,2,7,7568403,Larrea,tridentata,35.359767,-114.893729,US
2018,6,22,7568403,Larrea,tridentata,32.653442,-109.058997,US
2019,2,16,7568403,Larrea,tridentata,33.681797,-115.80010299999999,US
2008,8,18,7568403,Larrea,tridentata,30.244451,-115.175093,MX
2021,4,8,7568403,Larrea,tridentata,33.613314,-114.823275,US
2022,12,26,5357217,Parkinsonia,aculeata,31.058067,-114.998642,MX
2018,6,22,7568403,Larrea,tridentata,32.728813,-109.181983,US
2019,2,20,5357217,Parkinsonia,aculeata,31.712265,-106.36859,US
2020,4,27,7568403,Larrea,tridentata,33.665838,-116.39637,US
2022,12,28,7568403,Larrea,tridentata,33.135478,-116.381161,US
2018,11,4,7568403,Larrea,tridentata,32.181012,-106.675628,US
2022,3,3,7568403,Larrea,tridentata,33.617213,-115.947263,US
2015,12,1,7568403,Larrea,tridentata,33.313519,-114.702418,US
2020,10,19,7568403,Larrea,tridentata,31.960208,-106.456887,US
2021,11,24,7568403,Larrea,tridentata,35.92523,-114.94808,US
2021,3,14,7568403,Larrea,tridentata,33.08566,-115.256391,US
2019,3,31,7568403,Larrea,tridentata,36.995655,-117.367123,US
2022,4,29,7568403,Larrea,tridentata,31.963617,-106.447388,US
2017,3,16,7568403,Larrea,tridentata,33.291089,-116.374956,US
2018,2,11,7568403,Larrea,tridentata,32.221662,-111.157692,US
2022,3,12,7568403,Larrea,tridentata,32.440345,-107.389714,US
2020,1,8,7568403,Larrea,tridentata,32.199225,-108.085153,US
2018,10,24,7568403,Larrea,tridentata,32.025204,-110.320412,US
2021,1,25,7568403,Larrea,tridentata,32.947825,-105.881203,US
2022,4,29,7568403,Larrea,tridentata,31.963937,-106.448172,US
2017,12,6,5359945,Parkinsonia,microphylla,32.388325,-111.064033,US
2021,9,18,7568403,Larrea,tridentata,31.943621,-106.450798,US
2023,2,10,7568403,Larrea,tridentata,35.612238,-115.399262,US
2020,3,1,7568403,Larrea,tridentata,32.803913,-105.937988,US
2019,10,4,5359945,Parkinsonia,microphylla,31.303953,-115.434993,MX
2022,5,2,7568403,Larrea,tridentata,33.307589,-111.801665,US
2021,1,19,7568403,Larrea,tridentata,32.32505,-106.720078,US
2021,3,20,7568403,Larrea,tridentata,32.93906,-114.979042,US
2019,12,18,7568403,Larrea,tridentata,32.957008,-105.904305,US
2022,3,31,7568403,Larrea,tridentata,31.817944,-106.50004,US
2018,12,9,7568403,Larrea,tridentata,32.963292,-105.913162,US
2019,4,24,5357217,Parkinsonia,aculeata,27.554725,-99.472015,US
2021,2,7,7568403,Larrea,tridentata,35.256305,-114.868912,US
2022,12,20,7568403,Larrea,tridentata,33.508797,-111.619858,US
2019,2,11,7568403,Larrea,tridentata,32.099205,-110.833283,US
2021,10,20,7568403,Larrea,tridentata,31.377213,-109.953003,US
2022,4,8,7568403,Larrea,tridentata,35.92527,-114.932237,US
2022,7,27,5357217,Parkinsonia,aculeata,28.324336,-100.155351,US
2019,11,30,7568403,Larrea,tridentata,31.938022,-111.388657,US
2021,9,23,7568403,Larrea,tridentata,32.226167,-109.051169,US
2019,5,27,7568403,Larrea,tridentata,31.224613,-103.334717,US
2020,12,30,7568403,Larrea,tridentata,32.331817,-106.609322,US
2022,4,9,7568403,Larrea,tridentata,34.697787,-113.633187,US
2019,10,8,7568403,Larrea,tridentata,34.195738,-116.287513,US
