year,month,day,speciesKey,genus,species,latitude,longitude,countryCode
2020,9,23,5359949,Parkinsonia,florida,32.321166,-111.162163,US
2019,3,15,5359945,Parkinsonia,microphylla,32.424971,-110.905467,US
2018,2,8,5359949,Parkinsonia,florida,32.221798,-112.893318,US
2018,2,18,5359945,Parkinsonia,microphylla,32.384675,-111.494012,US
2019,3,9,5359945,Parkinsonia,microphylla,33.754922,-112.170538,US
2017,8,15,5359949,Parkinsonia,florida,32.21743,-111.102653,US
1998,5,10,5359949,Parkinsonia,floridum,30.74417,-110.856,MX
1986,3,22,5359945,Parkinsonia,microphyllum,32.15,-115.8,MX
1996,5,22,5359945,Parkinsonia,microphyllum,29.62724,-110.513,MX
1974,3,17,5359949,Parkinsonia,peninsulare,23.833,-110.25,MX
1988,5,29,5359949,Parkinsonia,floridum,26.491667,-108.572222,MX
1999,3,2,5359949,Parkinsonia,floridum,25.987778,-109.048333,MX
1983,12,18,5359949,Parkinsonia,floridum,26.047222,-109.019444,MX
2018,10,25,5359945,Parkinsonia,microphylla,32.38815,-111.060347,US
2018,3,17,5359945,Parkinsonia,microphylla,33.324444,-112.068889,US
2020,12,21,5359949,Parkinsonia,florida,33.831098,-115.813679,US
2020,12,17,5359949,Parkinsonia,florida,33.643231,-115.828453,US
2019,10,12,5359949,Parkinsonia,florida,32.872014,-116.154346,US
2017,1,29,5359949,Parkinsonia,florida,33.255289,-116.378367,US
2017,6,17,5359949,Parkinsonia,florida,32.250753,-111.04753,US
2018,2,18,5359945,Parkinsonia,microphylla,32.367092,-111.462442,US
2020,12,8,5359945,Parkinsonia,microphylla,33.893009,-112.814446,US
2022,1,7,5359949,Parkinsonia,florida,33.645178,-116.382158,US
2017,11,3,5359949,Parkinsonia,florida,32.323233,-111.083892,US
2017,2,23,5359945,Parkinsonia,microphylla,32.222245,-111.100975,US
2019,4,28,5359945,Parkinsonia,microphylla,33.440881,-111.935311,US
2020,4,24,5359949,Parkinsonia,florida,33.703081,-116.380225,US
2020,12,16,5359945,Parkinsonia,microphylla,32.662953,-112.330626,US
2020,9,12,5359949,Parkinsonia,florida,33.736559,-115.80946,US
2018,1,22,5359949,Parkinsonia,florida,32.278879,-111.022317,US
2022,12,30,5359945,Parkinsonia,microphylla,31.951372,-112.860807,US
2018,2,11,5359945,Parkinsonia,microphylla,32.218738,-111.142189,US
2018,3,20,5359945,Parkinsonia,microphylla,32.300383,-111.081894,US
2017,2,24,5359945,Parkinsonia,microphylla,32.23972,-111.091653,US
2018,1,10,5359945,Parkinsonia,microphylla,33.47,-113.36685,US
2017,3,23,5359945,Parkinsonia,microphylla,32.184533,-111.107492,US
2023,2,12,5359945,Parkinsonia,microphylla,33.458188,-111.407371,US
2022,11,25,5359949,Parkinsonia,florida,33.29635,-116.18244,US
2020,1,26,5359949,Parkinsonia,florida,33.019619,-115.107653,US
2017,5,2,5359949,Parkinsonia,florida,32.605483,-111.244562,US
2019,3,9,5359949,Parkinsonia,florida,32.458797,-114.81604,MX
2017,9,28,5359945,Parkinsonia,microphylla,32.251087,-110.717322,US
2021,1,2,5359949,Parkinsonia,florida,32.397417,-110.978313,US
2017,7,4,5359945,Parkinsonia,microphylla,32.08776,-112.90588,US
2018,10,23,5359945,Parkinsonia,microphylla,32.366775,-111.140105,US
2018,7,30,5359949,Parkinsonia,florida,31.742043,-110.886677,US
2018,4,6,5359945,Parkinsonia,microphylla,33.742154,-112.09658399999999,US
2017,2,23,5359945,Parkinsonia,microphylla,32.22057,-111.097978,US
2022,4,16,5359949,Parkinsonia,florida,32.242982,-111.167816,US
2018,2,10,5359949,Parkinsonia,florida,32.225403,-113.749603,US
2020,2,24,5359945,Parkinsonia,microphylla,29.147781,-110.948988,MX
2022,11,25,5359949,Parkinsonia,florida,33.295495,-116.181525,US
2017,5,2,5359945,Parkinsonia,microphylla,32.609183,-111.246812,US
2022,5,5,5359949,Parkinsonia,florida,33.798878,-110.506949,US
2018,9,25,5359945,Parkinsonia,microphylla,32.151489,-110.73407,US
2017,4,28,5359945,Parkinsonia,microphylla,32.168895,-112.134047,US
1967,3,26,5359945,Parkinsonia,microphylla,33.665289,-111.818245,US
1984,11,27,5359949,Parkinsonia,floridum,34.162214,-114.313649,US
1984,11,27,5359945,Parkinsonia,microphyllum,34.162214,-114.313649,US
1932,4,30,5359945,Parkinsonia,microphylla,34.29418,-114.25598,US
1966,4,19,5359945,Parkinsonia,microphylla,33.33429,-112.060235,US
1977,3,27,5359949,Parkinsonia,florida,33.38133,-116.03216,US
1980,6,20,5359949,Parkinsonia,florida,33.6569941,-115.8015798,US
1925,7,1,5359949,Parkinsonia,florida,33.34107,-116.00943,US
1937,3,5,5359949,Parkinsonia,florida,33.609299,-114.700699,US
1965,4,24,5359949,Parkinsonia,florida,33.48849,-111.62333,US
NA,NA,NA,5359949,Parkinsonia,florida,27.933333,-110.816667,MX
2019,3,10,5359949,Parkinsonia,florida,32.312248,-114.217691,MX
2017,12,24,5359945,Parkinsonia,microphylla,32.323212,-111.100753,US
2020,9,21,5359949,Parkinsonia,florida,33.714392,-116.400486,US
2018,3,13,5359949,Parkinsonia,florida,33.73718,-115.809956,US
2021,3,20,5359949,Parkinsonia,florida,33.052259,-114.926048,US
2018,4,23,5359945,Parkinsonia,microphylla,33.766387,-111.840673,US
2022,10,13,5359945,Parkinsonia,microphylla,25.7986,-111.3406,MX
2017,10,6,5359949,Parkinsonia,florida,32.848838,-112.310349,US
NA,NA,NA,5359945,Parkinsonia,microphyllum,33.67,-111.7,US
NA,NA,NA,5359945,Parkinsonia,microphyllum,33.33,-112.05,US
NA,NA,NA,5359945,Parkinsonia,microphyllum,33.33,-112.05,US
NA,NA,NA,5359945,Parkinsonia,microphyllum,33.33,-112.05,US
NA,NA,NA,5359945,Parkinsonia,microphyllum,33.58,-112.07,US
2007,6,29,5359945,Parkinsonia,microphylla,27.075,-112.113,MX
2020,12,19,5359949,Parkinsonia,florida,32.563765,-112.649014,US
2017,5,19,5359949,Parkinsonia,florida,32.25203,-111.007653,US
2017,5,17,5359945,Parkinsonia,microphylla,32.280045,-111.093536,US
2018,3,10,5359945,Parkinsonia,microphylla,32.395222,-111.047333,US
2017,4,11,5359949,Parkinsonia,florida,32.278345,-110.931512,US
2021,3,31,5359945,Parkinsonia,microphylla,33.535484,-112.022362,US
2021,8,21,5359945,Parkinsonia,microphylla,33.758862,-111.840556,US
2021,10,10,5359949,Parkinsonia,florida,34.455355,-114.651017,US
2021,12,14,5359945,Parkinsonia,microphylla,32.301445,-110.802392,US
2016,12,28,5359949,Parkinsonia,florida,33.88196,-111.96005,US
2023,2,23,5359949,Parkinsonia,florida,33.741595,-116.165302,US
2017,11,2,5359949,Parkinsonia,florida,32.3087,-111.057533,US
2022,2,18,5359949,Parkinsonia,florida,33.635955,-115.511257,US
2017,12,6,5359945,Parkinsonia,microphylla,32.257225,-111.072028,US
2017,5,1,5359945,Parkinsonia,microphylla,32.522625,-111.238808,US
2017,12,7,5359945,Parkinsonia,microphylla,32.289422,-111.112586,US
2013,5,23,5359945,Parkinsonia,microphylla,31.28747,-112.216,MX
2007,6,29,5359945,Parkinsonia,microphylla,27.075,-112.113,MX
1962,4,21,5359945,Parkinsonia,microphyllum,25.967,-111.467,MX
1963,5,30,5359945,Parkinsonia,microphyllum,26.267,-111.608,MX
1977,10,24,5359949,Parkinsonia,floridum,24.1,-110.3,MX
1990,5,29,5359945,Parkinsonia,microphyllum,26.983,-113.367,MX
2008,5,12,5359949,Parkinsonia,florida,28.62833,-109.999,MX
2009,5,21,5359949,Parkinsonia,florida,30.19611,-111.304,MX
1993,5,11,5359949,Parkinsonia,floridum,26.75,-112.583,MX
1992,1,27,5359949,Parkinsonia,peninsulare,27.933,-110.817,MX
1964,10,25,5359949,Parkinsonia,floridum,25.242,-111.283,MX
1982,5,3,5359949,Parkinsonia,floridum,31.767,-113.683,MX
1992,1,23,5359945,Parkinsonia,microphyllum,25.533,-111.183,MX
1986,11,7,5359949,Parkinsonia,florida,26.017,-111.183,MX
2006,9,27,5359945,Parkinsonia,microphylla,27.9125,-110.882,MX
1993,5,11,5359945,Parkinsonia,microphyllum,26.75,-112.583,MX
2003,12,12,5359945,Parkinsonia,microphyllum,34.288889,-114.235,US
2004,3,29,5359945,Parkinsonia,microphyllum,34.294167,-114.233889,US
2014,3,11,5359949,Parkinsonia,florida,33.60337,-116.27902,US
2003,5,3,5359949,Parkinsonia,floridum,34.225483,-114.309467,US
2018,6,1,5359945,Parkinsonia,microphylla,32.276172,-111.066589,US
2023,1,6,5359949,Parkinsonia,florida,33.835712,-112.000586,US
2018,2,10,5359945,Parkinsonia,microphylla,32.251695,-111.189353,US
2018,5,16,5359945,Parkinsonia,microphylla,32.322267,-111.072114,US
2020,1,29,5359949,Parkinsonia,florida,33.637922,-116.321013,US
2018,12,17,5359949,Parkinsonia,florida,23.423138,-110.229962,MX
2021,4,17,5359949,Parkinsonia,florida,33.613782,-113.64783,US
2018,1,25,5359945,Parkinsonia,microphylla,33.6023,-111.81028,US
2023,2,11,5359945,Parkinsonia,microphylla,33.831745,-112.051375,US
2023,1,14,5359945,Parkinsonia,microphylla,33.9007,-112.303703,US
2018,2,3,5359949,Parkinsonia,florida,32.343353,-110.780975,US
2020,4,26,5359949,Parkinsonia,florida,33.634108,-116.284754,US
2021,10,5,5359945,Parkinsonia,microphylla,33.608032,-112.518943,US
2023,1,11,5359949,Parkinsonia,florida,32.499553,-114.76348,US
2022,2,20,5359949,Parkinsonia,florida,34.102025,-111.327742,US
2017,9,8,5359945,Parkinsonia,microphylla,32.626858,-111.186722,US
2018,4,1,5359949,Parkinsonia,florida,34.124006,-112.948625,US
2018,5,20,5359945,Parkinsonia,microphylla,33.827842,-112.281197,US
2021,4,30,5359945,Parkinsonia,microphylla,33.778303,-111.924197,US
2021,3,27,5359945,Parkinsonia,microphylla,32.080967,-110.807075,US
2021,4,30,5359945,Parkinsonia,microphylla,33.773267,-111.795744,US
2020,12,19,5359945,Parkinsonia,microphylla,32.560992,-112.601394,US
2017,10,29,5359945,Parkinsonia,microphylla,32.295345,-111.088425,US
2019,2,11,5359945,Parkinsonia,microphylla,32.331037,-111.094628,US
2018,5,12,5359945,Parkinsonia,microphylla,32.933,-110.736808,US
2020,4,7,5359945,Parkinsonia,microphylla,33.771038,-111.840651,US
2018,11,20,5359949,Parkinsonia,florida,33.436924,-111.590696,US
2020,2,13,5359949,Parkinsonia,florida,23.051738,-109.691866,MX
2018,3,11,5359945,Parkinsonia,microphylla,32.48055,-111.528533,US
2020,1,29,5359949,Parkinsonia,florida,33.639343,-116.320482,US
2020,1,26,5359949,Parkinsonia,florida,33.020308,-115.107239,US
2021,4,30,5359949,Parkinsonia,florida,33.786931,-111.791069,US
2017,4,18,5359949,Parkinsonia,florida,32.318283,-111.069244,US
2021,3,25,5359949,Parkinsonia,florida,33.671101,-116.41297,US
2017,2,13,5359945,Parkinsonia,microphylla,32.275425,-111.084192,US
2021,10,10,5359949,Parkinsonia,florida,34.186996,-114.573693,US
2020,3,17,5359949,Parkinsonia,florida,33.664812,-116.319888,US
2021,12,13,5359945,Parkinsonia,microphylla,32.380021,-111.026332,US
2017,2,1,5359949,Parkinsonia,florida,32.559013,-110.850272,US
2015,6,2,5359945,Parkinsonia,microphylla,33.346738,-112.084624,US
2016,4,7,5359949,Parkinsonia,florida,32.835642,-112.148346,US
2017,2,26,5359945,Parkinsonia,microphylla,32.251445,-111.18383,US
2018,4,28,5359949,Parkinsonia,florida,29.267333,-110.622447,MX
2017,3,20,5359949,Parkinsonia,florida,32.170625,-111.137061,US
2022,3,18,5359949,Parkinsonia,florida,33.480307,-115.212858,US
2020,11,26,5359949,Parkinsonia,florida,24.230887,-110.162353,MX
2017,12,19,5359945,Parkinsonia,microphylla,32.3335,-110.905983,US
2022,4,30,5359949,Parkinsonia,florida,33.760077,-111.857399,US
2018,8,4,5359945,Parkinsonia,microphylla,33.463346,-111.944556,US
2021,3,7,5359945,Parkinsonia,microphylla,33.358378,-112.369087,US
2017,11,7,5359945,Parkinsonia,microphylla,33.010722,-111.748857,US
2018,2,17,5359945,Parkinsonia,microphylla,32.370842,-111.389908,US
2020,3,7,5359949,Parkinsonia,florida,33.624241,-116.264564,US
2022,8,20,5359949,Parkinsonia,florida,33.605784,-112.070561,US
2017,10,29,5359949,Parkinsonia,florida,32.304875,-111.088433,US
2017,5,11,5359945,Parkinsonia,microphylla,32.068478,-110.911012,US
2022,1,31,5359949,Parkinsonia,florida,33.586597,-115.933363,US
2017,10,6,5359949,Parkinsonia,florida,32.894553,-112.495688,US
2019,4,28,5359945,Parkinsonia,microphylla,33.440813,-111.939094,US
2021,2,15,5359945,Parkinsonia,microphylla,33.270544,-111.170903,US
2020,2,23,5359949,Parkinsonia,florida,32.96154,-114.791555,US
2017,9,23,5359949,Parkinsonia,florida,32.026028,-111.577622,US
2018,10,23,5359945,Parkinsonia,microphylla,32.365567,-111.140008,US
2017,2,14,5359945,Parkinsonia,microphylla,32.279178,-111.083267,US
2018,2,12,5359945,Parkinsonia,microphylla,32.279167,-111.125983,US
2022,8,14,5359949,Parkinsonia,florida,32.507183,-114.779572,US
2019,4,2,5359949,Parkinsonia,florida,33.728681,-115.822236,US
2019,4,2,5359949,Parkinsonia,florida,29.166151,-110.915457,MX
2017,12,9,5359949,Parkinsonia,florida,33.240714,-116.156718,US
2021,10,27,5359945,Parkinsonia,microphylla,33.654376,-111.835274,US
2017,5,1,5359945,Parkinsonia,microphylla,32.617755,-111.260697,US
2016,2,27,5359949,Parkinsonia,florida,33.73282,-115.50551,US
2019,10,4,5359945,Parkinsonia,microphylla,32.335097,-111.114197,US
2018,2,11,5359945,Parkinsonia,microphylla,32.214347,-111.128822,US
2017,5,24,5359945,Parkinsonia,microphylla,32.248188,-111.046036,US
2018,2,10,5359945,Parkinsonia,microphylla,32.250212,-111.186072,US
2018,1,1,5359949,Parkinsonia,florida,33.505947,-116.25575,US
2023,1,20,5359949,Parkinsonia,florida,33.88027,-112.158578,US
2022,4,13,5359949,Parkinsonia,florida,33.545207,-111.661233,US
2020,1,12,5359945,Parkinsonia,microphylla,33.540414,-111.648235,US
2021,7,13,5359949,Parkinsonia,florida,33.807581,-111.919469,US
2017,10,26,5359945,Parkinsonia,microphylla,32.255225,-111.044119,US
2017,5,17,5359945,Parkinsonia,microphylla,32.27972,-111.092217,US
2019,4,28,5359945,Parkinsonia,microphylla,29.075468,-111.049587,MX
2017,12,7,5359945,Parkinsonia,microphylla,32.288742,-111.115211,US
2018,3,8,5359945,Parkinsonia,microphylla,33.797539,-111.490892,US
2021,2,7,5359945,Parkinsonia,microphylla,32.643013,-111.392922,US
2022,4,3,5359949,Parkinsonia,florida,33.234798,-111.770309,US
2018,5,20,5359945,Parkinsonia,microphylla,33.021842,-111.768845,US
2019,3,6,5359945,Parkinsonia,microphylla,33.472576,-111.621365,US
2019,5,11,5359949,Parkinsonia,florida,33.240514,-116.388704,US
2023,2,26,5359945,Parkinsonia,microphylla,33.91573,-112.679978,US
2021,4,24,5359949,Parkinsonia,florida,33.254628,-115.473533,US
2019,3,31,5359949,Parkinsonia,florida,33.171082,-115.324768,US
2018,9,15,5359949,Parkinsonia,florida,33.110875,-114.90199,US
2018,3,31,5359945,Parkinsonia,microphylla,29.153953,-110.950675,MX
2022,12,26,5359945,Parkinsonia,microphylla,25.117372,-111.495292,MX
2019,1,2,5359945,Parkinsonia,microphylla,32.228183,-110.665989,US
2023,2,5,5359945,Parkinsonia,microphylla,31.17809,-115.143927,MX
2020,1,9,5359945,Parkinsonia,microphylla,32.181708,-111.00975,US
2022,9,5,5359945,Parkinsonia,microphylla,32.338354,-110.799879,US
2018,2,17,5359945,Parkinsonia,microphylla,32.370875,-111.401803,US
2018,4,21,5359949,Parkinsonia,florida,28.000114,-110.713603,MX
2019,2,10,5359945,Parkinsonia,microphylla,29.146221,-110.952966,MX
2023,2,6,5359949,Parkinsonia,florida,33.266724,-115.464229,US
2017,3,7,5359945,Parkinsonia,microphylla,34.53713,-113.453102,US
2023,1,3,5359949,Parkinsonia,florida,32.261777,-110.868178,US
2018,2,10,5359945,Parkinsonia,microphylla,32.269883,-111.216728,US
2018,12,29,5359949,Parkinsonia,florida,33.3675,-116.420686,US
2018,10,25,5359945,Parkinsonia,microphylla,32.39213,-111.055717,US
2018,2,10,5359945,Parkinsonia,microphylla,32.222447,-111.10118,US
2018,6,9,5359949,Parkinsonia,florida,35.016139,-114.599472,US
2019,12,25,5359945,Parkinsonia,microphylla,33.773139,-112.044062,US
2021,3,20,5359945,Parkinsonia,microphylla,33.458074,-111.480573,US
2021,3,26,5359945,Parkinsonia,microphylla,32.227528,-111.037811,US
2023,2,18,5359945,Parkinsonia,microphylla,33.556454,-111.998127,US
2017,12,19,5359945,Parkinsonia,microphylla,32.320462,-110.879105,US
2021,10,10,5359945,Parkinsonia,microphylla,33.600978,-113.625122,US
2020,4,5,5359949,Parkinsonia,florida,33.493765,-112.962472,US
2017,11,23,5359945,Parkinsonia,microphylla,32.271694,-111.063274,US
2021,4,12,5359949,Parkinsonia,florida,32.380141,-110.960036,US
2015,3,8,5359945,Parkinsonia,microphylla,33.774829,-112.053037,US
2020,1,9,5359949,Parkinsonia,florida,32.296547,-110.97058,US
2022,11,24,5359945,Parkinsonia,microphylla,33.552579,-111.55142,US
2020,1,5,5359945,Parkinsonia,microphylla,33.394607,-111.42433,US
2018,2,9,5359945,Parkinsonia,microphylla,32.220322,-113.744392,US
2018,4,18,5359945,Parkinsonia,microphylla,31.93536,-112.811491,US
2020,8,13,5359945,Parkinsonia,microphylla,33.769047,-112.044814,US
2019,9,14,5359945,Parkinsonia,microphylla,27.29677,-112.891462,MX
NA,NA,NA,1342915,Centris,pallida,33.45,-112.07,US
2020,2,2,5359949,Parkinsonia,florida,32.959789,-114.838272,US
2022,12,30,5359945,Parkinsonia,microphylla,31.939678,-112.809219,US
2017,8,7,5359945,Parkinsonia,microphylla,32.83172,-111.717895,US
2017,5,1,5359945,Parkinsonia,microphylla,32.610462,-111.261505,US
2017,4,21,5359945,Parkinsonia,microphylla,33.828074,-112.336407,US
2017,4,28,5359945,Parkinsonia,microphylla,33.645075,-111.113379,US
2022,1,9,5359945,Parkinsonia,microphylla,33.360438,-114.105146,US
2017,9,26,5359949,Parkinsonia,florida,32.294853,-110.874253,US
2017,4,6,5359945,Parkinsonia,microphylla,28.912728,-113.549355,MX
2020,2,22,5359949,Parkinsonia,florida,33.006207,-114.778478,US
2022,2,4,5359949,Parkinsonia,florida,32.616612,-111.259697,US
2021,12,8,5359945,Parkinsonia,microphylla,33.363583,-111.985925,US
2017,12,7,5359945,Parkinsonia,microphylla,32.289663,-111.110144,US
2017,11,7,5359945,Parkinsonia,microphylla,33.712264,-112.067655,US
2022,10,31,5359945,Parkinsonia,microphylla,32.17426,-112.200665,US
2022,6,9,5359949,Parkinsonia,florida,33.308658,-111.685897,US
2017,12,7,5359945,Parkinsonia,microphylla,32.28683,-111.090286,US
2017,5,17,5359945,Parkinsonia,microphylla,32.283528,-111.093667,US
2022,12,13,5359945,Parkinsonia,microphylla,32.428263,-110.907753,US
2014,3,1,5359949,Parkinsonia,florida,23.0473,-109.705363,MX
2020,8,17,5359949,Parkinsonia,florida,33.867967,-113.935653,US
2020,4,9,5359949,Parkinsonia,florida,33.280813,-116.16534,US
2022,3,22,5359949,Parkinsonia,florida,33.671517,-116.408605,US
2019,5,13,5359945,Parkinsonia,microphylla,32.326363,-111.07498,US
2020,4,27,5359949,Parkinsonia,florida,33.249567,-116.376528,US
2021,3,27,5359949,Parkinsonia,florida,33.586531,-115.978889,US
2021,5,31,5359945,Parkinsonia,microphylla,32.2752,-110.882866,US
2019,3,17,5359949,Parkinsonia,florida,33.704185,-115.80209,US
2018,5,7,5359945,Parkinsonia,microphylla,27.938831,-111.082078,MX
2021,5,16,5359949,Parkinsonia,florida,33.362592,-111.985588,US
2017,4,21,5359945,Parkinsonia,microphylla,32.291767,-111.127158,US
2023,1,22,5359945,Parkinsonia,microphylla,33.915072,-112.139167,US
2019,3,17,5359949,Parkinsonia,florida,33.681691,-115.799706,US
2021,1,22,5359949,Parkinsonia,florida,33.526578,-116.269105,US
2017,5,23,5359945,Parkinsonia,microphylla,32.294403,-110.86415,US
2017,12,19,5359945,Parkinsonia,microphylla,32.348628,-110.952172,US
2023,2,4,5359945,Parkinsonia,microphylla,33.349092,-112.352662,US
2017,4,28,5359945,Parkinsonia,microphylla,31.982855,-112.824137,US
2022,4,9,5359945,Parkinsonia,microphylla,34.694297,-113.661758,US
2019,4,24,5359949,Parkinsonia,florida,33.60648,-113.600097,US
2022,4,9,5359945,Parkinsonia,microphylla,34.594637,-113.555895,US
2017,4,17,5359945,Parkinsonia,microphylla,32.333917,-111.08358,US
2020,4,3,5359949,Parkinsonia,florida,23.729214,-110.207364,MX
2017,11,3,5359949,Parkinsonia,florida,32.323242,-111.085061,US
2019,7,22,5359945,Parkinsonia,microphylla,29.922213,-114.507095,MX
2018,2,17,5359945,Parkinsonia,microphylla,32.373133,-111.448045,US
2019,2,11,5359945,Parkinsonia,microphylla,32.332942,-111.093894,US
2017,7,23,5359945,Parkinsonia,microphylla,33.262695,-111.340195,US
2017,12,19,5359945,Parkinsonia,microphylla,32.35072,-110.951408,US
2017,2,22,5359945,Parkinsonia,microphylla,32.335133,-110.90528,US
